exec_plan,placement,iter_time,forward,overlap_sync,optimize
ga,233,0.29909253120422363,0.03215321372537052,0.08288059515111587,0.14226693265578327
ga,1,0.15355665543500116,0.015949123045977426,0.046232321683098286,0.08591876310460708
ga,17,0.42374598278718834,0.013844616272870232,0.0303804734173943,0.36277663006502037
ga,11123,0.4462551088894115,0.013793047736672795,0.025210086037130916,0.3758714479558608
ga,116,0.3813959009507123,0.013692982056561638,0.026826073141659006,0.2885766309850356
ga,11222,0.292434482013478,0.0137329943039838,0.02547296355752384,0.2110015644746668
ga,2,0.08795470349928912,0.010743856430053711,0.0225830779356115,0.05148148536682129
ga,111122,0.26834876397076773,0.013473945505478802,0.027659388149485868,0.19074946291306438
ga,1124,0.3823870210086598,0.01309819782481474,0.025787676081937903,0.3125351316788617
ga,1115,0.3323066234588623,0.013798825881060432,0.027371897416956285,0.261347209706026
ga,1111112,0.26919639811796303,0.013723373413085938,0.024068425683414236,0.15171137978048885
ga,44,0.06615645745221306,0.0097961566027473,0.01663374900817871,0.02308165325837977
ga,224,0.08298472797169405,0.009342067381914924,0.01726571251364315,0.03331951534046846
ga,2222,0.0831142173093908,0.009613710291245404,0.017098553040448355,0.035172378315645104
ga,1111,0.16663025407230153,0.013858388451968922,0.03150533227359548,0.09531788265003878
ga,1133,0.37709656883688536,0.013620881473316866,0.025962310678818646,0.2982359914218678
ga,125,0.4343903064727783,0.013561389025519876,0.025649295133702895,0.34823036193847656
ga,26,0.07248359567978803,0.009291761061724494,0.016623076270608342,0.03261406281415154
ga,8,0.049219243666704965,0.010036426431992474,0.016724053551169002,0.018497845705817726
ga,11114,0.37639720299664664,0.013720414217780618,0.02761981066535501,0.2970745703753303
ga,11111111,0.2255430782542509,0.013672015246223001,0.02736687660217285,0.1465622537276324
ga,134,0.3654172420501709,0.013411269468419692,0.02621603012084961,0.29777856434092803
ga,35,0.39778776729808135,0.03252070090349983,0.053762267617618334,0.27935971933252673
ga,22,0.07658014577977798,0.009849169675041647,0.017708750332103056,0.034262502894682044
ga,13,0.2993315808913287,0.0137328961316277,0.027188918169806984,0.22420148288502412
ga,4,0.06278684559990377,0.01040060379925896,0.01753853349124684,0.030726180357091567
ga,1223,0.33640679191140566,0.014216380960801068,0.028934492784387925,0.2540546866024242
ga,111113,0.3154628978056066,0.013670276193057789,0.02591245314654182,0.23587880415074966
ga,11,0.11570366691140567,0.014129975262810202,0.026165821973015282,0.06409176658181583
gc,8,0.053955849479226506,0.009105472003712374,0.02676559897030101,0.014903980142929974
gc,22,0.08409505731919233,0.009627622716567096,0.02738209331736845,0.03526986346525304
gc,233,0.32709717750549316,0.03244620210984174,0.09043063836939194,0.17007052197175868
gc,44,0.06888294219970703,0.009276151657104492,0.026208316578584558,0.01800660526051241
gc,111122,0.30811558050267834,0.012441621107213637,0.04447031021118164,0.22312350834117217
gc,134,0.3579532819635728,0.012452167623183307,0.048564966987161076,0.27415291000815
gc,1111112,0.2343619290520163,0.012553747962502873,0.05583979101742015,0.13370164702920354
gc,224,0.08887170342838063,0.009257821475758272,0.026175947750315946,0.03021405724918141
gc,1223,0.31964842010946837,0.012736025978537166,0.05141291898839614,0.22841776118558996
gc,26,0.07181842186871697,0.008849690942203297,0.026141643524169922,0.023069283541511085
gc,11111111,0.22413128965041218,0.012723642237046185,0.04948258399963379,0.11970820146448471
gc,125,0.422655792797313,0.012899132335887235,0.05738210678100586,0.3228944469900692
gc,11123,0.3469072089475744,0.01266019484576057,0.04726805406458238,0.2566782726961024
gc,1124,0.5007572033826042,0.012635553584379308,0.05072170145371381,0.40196605289683623
gc,1133,0.364017318276798,0.012586551554062787,0.05162947318133186,0.2691370178671444
gc,35,0.43920547821942496,0.01956669022055233,0.08137164396398208,0.314939162310432
gc,13,0.3900165277368882,0.01265273374669692,0.04628327313591452,0.29284463209264416
gc,2222,0.08256166121538948,0.00914908857906566,0.027394350837258732,0.024974991293514475
gc,1115,0.3948626237757066,0.01235347635605756,0.0426328041974236,0.3140605617971981
gc,112,0.2445410980897791,0.012812460170072667,0.045721152249504536,0.161316198461196
gc,1111,0.17328813496757955,0.012689478257123162,0.04993142801172593,0.08428755928488339
gc,4,0.0732261433320887,0.009327481774722828,0.027467727661132812,0.031889578875373394
gc,116,0.4397569964913761,0.012520902297076057,0.05647441920112161,0.34589425255270567
gc,1,0.19517981304841883,0.014417353798361385,0.0789030159220976,0.09622534583596622
gc,17,0.5258158234988942,0.012753851273480584,0.046690814635332895,0.44846415519714355
gc,2,0.11150088029749253,0.00990758222692153,0.040862532222972196,0.056312729330623854
gc,11114,0.47204014834235697,0.012644375071806066,0.04342042698579676,0.3798239090863396
gc,11222,0.355393648147583,0.012830299489638385,0.0491022362428553,0.2600846430834602
gc,111113,0.3369294054367963,0.012346786611220417,0.05129129746380974,0.23852258570053997
gc,11,0.1694361322066363,0.013228823156917797,0.051515537149765915,0.08302244018105899
zero-dp,1,0.14496274555430694,0.01655120008132037,0.11160215209512149,0.01235033484066234
zero-dp,111122,0.3167528685401468,0.013455741545733283,0.20661014669081745,0.03959934851702522
zero-dp,4,0.06693265017341166,0.010797851225909065,0.044017946018892175,0.007209399167229147
zero-dp,26,0.08949875831604004,0.00983717862297507,0.04504767586203182,0.021445709116318646
zero-dp,44,0.07547284575069652,0.009938913233139935,0.037076992147109085,0.01334670010735007
zero-dp,11222,0.33014624259051156,0.013786694582770853,0.24898979243110209,0.03917137314291561
zero-dp,1111112,0.3535032272338867,0.013658958322861615,0.2668512428508085,0.04183194216559915
zero-dp,35,0.39895009994506836,0.046601393643547505,0.29192385954015393,0.01863990110509536
zero-dp,224,0.09848963513093836,0.009724168216480929,0.04591939028571634,0.021204036824843463
zero-dp,112,0.263030444874483,0.014249128453871784,0.18187355995178223,0.050082950031056124
