nodes,gpus,parameter_size,batch_size,seq_hid,num_cpu_threads,zero_type,is_tp,is_pp
1,8,81.97064972,64,4718592,1,0,0,0
1,4,81.97064972,64,4718592,1,0,0,0
1,8,81.97064972,64,4718592,4,1,0,0
1,4,81.97064972,64,4718592,4,1,0,0
1,2,81.97064972,64,4718592,4,1,0,0
1,1,81.97064972,64,4718592,4,1,0,0
1,2,81.97064972,64,4718592,1,0,0,0
