nodes,gpus,parameter_size,batch_size,seq_hid,num_cpu_threads,zero_type,is_tp,is_pp
1,8,320.71862983703613,1,12582912,1,0,0,0
1,4,320.71862983703613,1,12582912,1,0,0,0
1,8,320.71862983703613,1,12582912,4,1,0,0
1,4,320.71862983703613,1,12582912,4,1,0,0
1,2,320.71862983703613,1,12582912,4,1,0,0
1,1,320.71862983703613,1,12582912,4,1,0,0
1,2,320.71862983703613,1,12582912,1,0,0,0
