exec_plan,placement,iter_time,forward,overlap_sync,optimize
ga,11,0.4407473684210526,118.58812052631579,288.14201684210525,25.385705789473683
ga,111122,0.27287894736842105,46.36575157894737,180.79171789473685,25.18136789473684
ga,11222,0.26841578947368416,46.511649999999996,179.42055947368422,25.094911052631577
ga,44,0.2100157894736842,41.4152652631579,123.29466684210526,24.871788947368422
ga,2222,0.26393157894736846,47.53909631578947,178.55241368421053,24.90117684210526
ga,1111,0.33089999999999997,73.02861526315789,220.9208889473684,25.01603105263158
ga,35,0.21808947368421053,49.051974736842105,128.54576105263158,25.179486842105263
ga,112,0.3190684210526316,67.4223394736842,214.44856473684212,25.224986842105263
ga,233,0.2642631578947368,48.124312631578945,178.94669631578947,24.52016
ga,224,0.2606421052631579,40.887154736842106,177.77668736842105,25.350746842105263
ga,11111111,0.27562631578947366,44.82147684210526,186.83699684210526,25.185095789473685
ga,4,0.2256736842105263,65.88435157894737,130.41242789473685,24.93537210526316
ga,8,0.1576842105263158,40.6976752631579,83.54465526315789,25.08142105263158
ga,1111112,0.27146315789473685,43.044253684210524,182.5455852631579,25.238013684210525
ga,26,0.25476315789473686,40.17875052631579,177.74586894736842,24.936713684210527
ga,22,0.3134631578947369,69.0482152631579,212.56818368421054,24.761513157894736
ga,1,0.6570947368421053,225.98528842105264,396.33286684210526,25.10314157894737
ga,2,0.3653526315789474,116.95501684210527,219.25916052631578,24.882304210526314
gc,44,0.23756315789473684,37.22921210526316,160.10572947368422,25.069464210526316
gc,1,0.8658315789473684,226.1753710526316,601.4168384210526,25.018554210526315
gc,22,0.3708315789473684,67.85495789473684,271.5492,24.722727368421054
gc,2,0.4718842105263158,116.6176805263158,325.0159347368421,25.25485105263158
gc,112,0.3840315789473684,70.13268157894737,272.53369263157896,25.00710894736842
gc,26,0.31700526315789473,40.53159736842105,211.82902315789474,24.82365263157895
gc,224,0.2955,46.6187,210.79619421052632,24.915054736842105
gc,4,0.2801789473684211,62.91769789473684,188.56960789473683,25.013446315789473
gc,35,0.24972631578947369,41.86275105263158,166.15572736842105,24.820792631578946
gc,8,0.19032631578947368,37.78509052631579,121.07722315789474,25.00485105263158
gc,1111112,0.3262157894736842,44.534306842105266,218.6932542105263,25.074983157894735
gc,11,0.5529315789473684,118.52847842105263,394.2059963157895,24.925834210526315
gc,11111111,0.32075789473684213,51.43995052631579,218.78620157894736,24.941194736842107
gc,1111,0.4184315789473684,74.85043368421053,277.17321789473687,25.148566842105264
gc,111122,0.3149421052631579,55.85627789473684,216.99114894736843,24.87106052631579
gc,2222,0.30576315789473685,48.29569947368421,210.91641789473684,24.997208421052633
gc,233,0.2967368421052632,51.503307368421055,211.76102315789473,24.52484
gc,11222,0.3799736842105263,108.10544631578946,214.17140894736843,24.946087368421054
zero-dp,35,0.20654210526315792,39.32021789473684,119.71088368421053,36.86208473684211
zero-dp,4,0.22865789473684212,62.9607,123.5560752631579,17.32062
zero-dp,1111112,0.30711052631578944,44.23461421052632,173.74467947368422,66.25046315789474
zero-dp,111122,0.2945421052631579,48.13551894736842,166.62632684210527,65.15476578947369
zero-dp,11111111,0.31719473684210525,42.751864210526314,177.45017947368422,68.01832315789474
zero-dp,2222,0.28043684210526315,44.19627894736842,156.79895210526317,61.98334684210526
zero-dp,233,0.2687052631578948,39.27808052631579,151.34790105263158,61.957649473684214
zero-dp,2,0.3815157894736842,116.8514047368421,212.36998210526315,24.34160894736842
zero-dp,11,0.4337526315789474,118.11945315789474,236.57954315789473,69.29253315789474
zero-dp,22,0.3054421052631579,65.73225421052632,166.42628315789474,58.205842631578946
zero-dp,11222,0.3250421052631579,41.007117894736844,164.72387315789473,64.06809157894737
zero-dp,1,0.6657315789473683,226.11830210526315,394.6181605263158,34.81644052631579
zero-dp,1111,0.31908947368421053,66.92260157894736,170.13064263157895,67.55671947368421
zero-dp,26,0.25292105263157894,40.10633421052631,137.18689157894735,62.52326473684211
zero-dp,8,0.15498947368421054,39.829454210526315,93.59992105263157,14.745775263157894
zero-dp,44,0.19755789473684213,41.549156315789475,107.51844578947369,34.66559842105263
zero-dp,224,0.26087894736842104,41.23366473684211,141.6379147368421,61.94410842105263
zero-dp,112,0.3075473684210526,66.20518789473684,168.62418736842105,63.59729052631579
zero-offload,11222,0.3677105263157895,43.670742631578946,193.47874789473684,109.78893263157894
zero-offload,44,0.30042631578947365,40.44598,135.82395315789475,108.65320684210526
zero-offload,233,0.35801578947368423,39.13948421052632,186.32315368421052,117.28055894736842
zero-offload,224,0.36409473684210525,43.88258210526316,172.72053263157895,125.88044368421053
zero-offload,1,0.9746210526315789,227.32274210526316,467.28434157894736,274.5457442105263
zero-offload,2,0.5798684210526316,117.21372684210526,255.74790789473684,197.91766210526316
zero-offload,1111112,0.38796315789473684,45.749853157894734,202.20495578947367,114.08769473684211
zero-offload,11111111,0.38532105263157895,42.59457157894737,203.58695421052633,108.7154347368421
zero-offload,4,0.37580526315789475,62.62877105263158,158.4530752631579,148.0931105263158
zero-offload,26,0.39814736842105264,38.614523684210525,166.95291210526315,145.04302157894736
zero-offload,1111,0.5000526315789473,69.36360684210527,222.7529842105263,153.1067905263158
