nodes,gpus,parameter_size,batch_size,seq_hid,num_cpu_threads,zero_type,is_tp,is_pp
1,8,1485.5255126953125,1,78643200,1,2,0,0
1,4,1485.5255126953125,1,78643200,1,0,0,0
1,2,1485.5255126953125,1,78643200,1,0,0,0
1,4,1485.5255126953125,1,78643200,4,1,0,0
